Time(Minutes);EntityID;ObjectName;ProcessID;StepName;Action
0,123635379617178;--;--;--;--;Changing from AutoState 'Starved' to 'Busy' on resource 'SrvVenta'.
0,123635379617178;--;--;--;--;Assigning state variable 'SrvVenta.ResourceState' the value '1'. Previous value was '0'.
0,123635379617178;EntCliente1.75;SrvVenta;5.OnEnteredInputBuffer;[Seize] Server;Object 'EntCliente1.75' completed seize of '1' resource(s) of resource type '[ParentObject] SrvVenta'.
0,123635379617178;EntCliente1.75;SrvVenta;5.OnEnteredInputBuffer;[Transfer] ToProcessing;Entity 'EntCliente1.75' transferring from '[Station] SrvVenta.InputBuffer' into station 'SrvVenta.Processing'.
0,123635379617178;EntCliente1.75;SrvVenta;2.OnEnteredProcessing;[Begin];Process 'SrvVenta.OnEnteredProcessing' execution started.
0,123635379617178;EntCliente1.75;SrvVenta;2.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'EntCliente1.75' ending transfer into station 'SrvVenta.Processing'.
0,123635379617178;EntCliente1.75;SrvVenta;2.OnEnteredProcessing;[Decide] IfProcessTypeSpecificTime;Token branching on condition 'ProcessType==Enum.TaskProcessType.SpecificTime'.
0,123635379617178;EntCliente1.75;SrvVenta;2.OnEnteredProcessing;[Decide] IfProcessTypeSpecificTime;Token sent to 'True' exit.
0,123635379617178;EntCliente1.75;SrvVenta;2.OnEnteredProcessing;[Delay] ProcessingTime;Delaying token for '0,5' Minutes until time '0,623635379617178' Minutes. Delay multiplier was '1'.
0,123635379617178;EntCliente1.75;SrvVenta;5.OnEnteredInputBuffer;[End];Process 'SrvVenta.OnEnteredInputBuffer' execution ended.
0,431163504700484;--;--;--;--;Firing event 'SrcClientes.EntityArrivals.Event'.
0,431163504700484;--;--;--;--;Time until next event of timer 'SrcClientes.EntityArrivals' is '0,683470075738191' Minutes.
0,431163504700484;SrcClientes;SrcClientes;5.OnEntityArrival;[Begin];Process 'SrcClientes.OnEntityArrival' execution started.
0,431163504700484;SrcClientes;SrcClientes;5.OnEntityArrival;[Create] Entities;Creating '1' new object(s) of entity type 'EntCliente1'.
0,431163504700484;SrcClientes;SrcClientes;5.OnEntityArrival;[Create] Entities;Created object 'EntCliente1.76'.
0,431163504700484;EntCliente1.76;SrcClientes;1.OnEntityArrival;[Transfer] ToProcessing;Entity 'EntCliente1.76' transferring from '[FreeSpace] SrcClientes' into station 'SrcClientes.Processing'.
0,431163504700484;SrcClientes;SrcClientes;5.OnEntityArrival;[End];Process 'SrcClientes.OnEntityArrival' execution ended.
0,431163504700484;EntCliente1.76;SrcClientes;4.OnEnteredProcessing;[Begin];Process 'SrcClientes.OnEnteredProcessing' execution started.
0,431163504700484;EntCliente1.76;SrcClientes;4.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'EntCliente1.76' ending transfer into station 'SrcClientes.Processing'.
0,431163504700484;EntCliente1.76;SrcClientes;4.OnEnteredProcessing;[Execute] CreatedEntityAddOnProcess;Executing process 'ProcesoAsignarTiposCliente'.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Begin];Process 'ProcesoAsignarTiposCliente' execution started.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Assign] IdHora;Assigning state variable 'ModeloBase.MStaHoraIdx' the value '1'. Previous value was '1'.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Assign] Tipos;Assigning state variable 'EntCliente1.76.EStaNTipos' the value '3'. Previous value was '1'.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Assign] TipoAComprar;Assigning state variable 'EntCliente1.76.EStaTipo1' the value '2'. Previous value was '1'.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Assign] KgComprar;Assigning state variable 'EntCliente1.76.EStaKg1' the value '0,708438222777049'. Previous value was '0'.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Decide] Si2Tipos;Token branching on condition 'EntCliente.EStaNTipos >= 2'.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Decide] Si2Tipos;Token sent to 'True' exit.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Assign] Tipos2AComprar;Assigning state variable 'EntCliente1.76.EStaTipo2' the value '4'. Previous value was '1'.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Decide] Decide19;Token branching on condition 'EntCliente.EStaTipo2 != EntCliente.EStaTipo1'.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Decide] Decide19;Token sent to 'True' exit.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Assign] Kg2Comprar;Assigning state variable 'EntCliente1.76.EStaKg2' the value '1,01301872420531'. Previous value was '0'.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Decide] Si3Tipos;Token branching on condition 'EntCliente.EStaNTipos >= 3'.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Decide] Si3Tipos;Token sent to 'True' exit.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Assign] Tipos3AComprar;Assigning state variable 'EntCliente1.76.EStaTipo3' the value '1'. Previous value was '1'.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Decide] Decide20;Token branching on condition 'EntCliente.EStaTipo3 != EntCliente.EStaTipo1 '.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Decide] Decide20;Token sent to 'True' exit.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Decide] Decide21;Token branching on condition 'EntCliente.EStaTipo3 != EntCliente.EStaTipo2'.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Decide] Decide21;Token sent to 'True' exit.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[Assign] Kg3Comprar;Assigning state variable 'EntCliente1.76.EStaKg3' the value '1,8198298490701'. Previous value was '0'.
0,431163504700484;EntCliente1.76;ModeloBase;5.ProcesoAsignarTiposCliente;[End];Process 'ProcesoAsignarTiposCliente' execution ended.
0,431163504700484;EntCliente1.76;SrcClientes;4.OnEnteredProcessing;[Transfer] ToOutputBuffer;Entity 'EntCliente1.76' transferring from '[Station] SrcClientes.Processing' into station 'SrcClientes.OutputBuffer'.
0,431163504700484;EntCliente1.76;SrcClientes;1.OnEntityArrival;[End];Process 'SrcClientes.OnEntityArrival' execution ended.
0,431163504700484;EntCliente1.76;SrcClientes;5.OnEnteredOutputBuffer;[Begin];Process 'SrcClientes.OnEnteredOutputBuffer' execution started.
0,431163504700484;EntCliente1.76;SrcClientes;5.OnEnteredOutputBuffer;[EndTransfer] IntoOutputBuffer;Entity 'EntCliente1.76' ending transfer into station 'SrcClientes.OutputBuffer'.
0,431163504700484;EntCliente1.76;SrcClientes;5.OnEnteredOutputBuffer;[Transfer] ToOutputNode;Entity 'EntCliente1.76' transferring from '[Station] SrcClientes.OutputBuffer' into node 'Output@SrcClientes'.
0,431163504700484;EntCliente1.76;Output@SrcClientes;1.OnEnteredFromAssociatedObject;[Begin];Process 'Output@SrcClientes.OnEnteredFromAssociatedObject' execution started.
0,431163504700484;EntCliente1.76;Output@SrcClientes;1.OnEnteredFromAssociatedObject;[Fire] EnteredEvent;Firing event 'Output@SrcClientes.Entered'.
0,431163504700484;EntCliente1.76;Output@SrcClientes;1.OnEnteredFromAssociatedObject;[Transfer] ToOutboundLink;Entity 'EntCliente1.76' transferring from '[Node] Output@SrcClientes' into node 'Input@SrvVenta'.
0,431163504700484;EntCliente1.76;Input@SrvVenta;0.OnEnteredToAssociatedObject;[Begin];Process 'Input@SrvVenta.OnEnteredToAssociatedObject' execution started.
0,431163504700484;EntCliente1.76;Input@SrvVenta;0.OnEnteredToAssociatedObject;[Fire] EnteredEvent;Firing event 'Input@SrvVenta.Entered'.
0,431163504700484;EntCliente1.76;Input@SrvVenta;0.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'EntCliente1.76' transferring from '[Node] Input@SrvVenta' into object 'SrvVenta'.
0,431163504700484;EntCliente1.76;Input@SrvVenta;0.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'EntCliente1.76' transferring from '[Node] Input@SrvVenta' into station 'SrvVenta.InputBuffer'.
0,431163504700484;EntCliente1.76;SrcClientes;4.OnEnteredProcessing;[End];Process 'SrcClientes.OnEnteredProcessing' execution ended.
0,431163504700484;EntCliente1.76;SrvVenta;6.OnEnteredInputBuffer;[Begin];Process 'SrvVenta.OnEnteredInputBuffer' execution started.
0,431163504700484;EntCliente1.76;SrvVenta;6.OnEnteredInputBuffer;[Execute] EnteredAddOnProcess;Executing process 'ProcVentaCliente'.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Begin];Process 'ProcVentaCliente' execution started.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Decide] SiInventario1;Token branching on condition 'MStaInventario[EntCliente.EStaTipo1] >= EntCliente.EStaKg1'.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Decide] SiInventario1;Token sent to 'True' exit.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Assign] QuitaDeInv1;Assigning state variable 'ModeloBase.MStaInventario[2]' the value '163,410613145202'. Previous value was '164,119051367979'.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Assign] Venta1;Assigning state variable 'ModeloBase.MStaVentas[2]' the value '2,58938685479819'. Previous value was '1,88094863202114'.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Decide] SiTipo2;Token branching on condition 'EntCliente.EStaNTipos >= 2'.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Decide] SiTipo2;Token sent to 'True' exit.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Decide] SiInventario2;Token branching on condition 'MStaInventario[EntCliente.EStaTipo2] >= EntCliente.EStaKg2'.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Decide] SiInventario2;Token sent to 'True' exit.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Assign] QuitaDeInv3;Assigning state variable 'ModeloBase.MStaInventario[4]' the value '108,986981275795'. Previous value was '110'.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Assign] Venta2;Assigning state variable 'ModeloBase.MStaVentas[4]' the value '2,01301872420531'. Previous value was '1'.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Decide] SiTipo3;Token branching on condition 'EntCliente.EStaNTipos >= 3'.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Decide] SiTipo3;Token sent to 'True' exit.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Decide] SiInventario3;Token branching on condition 'MStaInventario[EntCliente.EStaTipo3] >= EntCliente.EStaKg3'.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Decide] SiInventario3;Token sent to 'True' exit.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Assign] QuitaDeInv3;Assigning state variable 'ModeloBase.MStaInventario[1]' the value '238,18017015093'. Previous value was '240'.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[Assign] Venta3;Assigning state variable 'ModeloBase.MStaVentas[1]' the value '2,8198298490701'. Previous value was '1'.
0,431163504700484;EntCliente1.76;ModeloBase;4.ProcVentaCliente;[End];Process 'ProcVentaCliente' execution ended.
0,431163504700484;EntCliente1.76;SrvVenta;6.OnEnteredInputBuffer;[EndTransfer] IntoInputBuffer;Entity 'EntCliente1.76' ending transfer into station 'SrvVenta.InputBuffer'.
0,431163504700484;EntCliente1.76;Output@SrcClientes;4.OnExited;[Begin];Process 'Output@SrcClientes.OnExited' execution started.
0,431163504700484;EntCliente1.76;Output@SrcClientes;4.OnExited;[Fire] ExitedEvent;Firing event 'Output@SrcClientes.Exited'.
0,431163504700484;EntCliente1.76;Output@SrcClientes;4.OnExited;[End];Process 'Output@SrcClientes.OnExited' execution ended.
0,431163504700484;EntCliente1.76;Input@SrvVenta;4.OnExited;[Begin];Process 'Input@SrvVenta.OnExited' execution started.
0,431163504700484;EntCliente1.76;Input@SrvVenta;4.OnExited;[Fire] ExitedEvent;Firing event 'Input@SrvVenta.Exited'.
0,431163504700484;EntCliente1.76;Input@SrvVenta;4.OnExited;[End];Process 'Input@SrvVenta.OnExited' execution ended.
0,431163504700484;EntCliente1.76;SrvVenta;6.OnEnteredInputBuffer;[Seize] Server;Object 'EntCliente1.76' waiting to seize '1' resource(s) of resource type '[ParentObject] SrvVenta'.
0,431163504700484;EntCliente1.76;SrcClientes;5.OnEnteredOutputBuffer;[End];Process 'SrcClientes.OnEnteredOutputBuffer' execution ended.
0,431163504700484;EntCliente1.76;Output@SrcClientes;1.OnEnteredFromAssociatedObject;[End];Process 'Output@SrcClientes.OnEnteredFromAssociatedObject' execution ended.
0,431163504700484;EntCliente1.76;Input@SrvVenta;0.OnEnteredToAssociatedObject;[End];Process 'Input@SrvVenta.OnEnteredToAssociatedObject' execution ended.
0,431163504700484;--;--;--;--;Resource 'SrvVenta' checking allocation queue which contains '1' item(s).
0,431163504700484;EntCliente1.76;SrvVenta;6.OnEnteredInputBuffer;[Seize] Server;Object 'EntCliente1.76' checking availability to seize '1' resource(s) of resource type '[ParentObject] SrvVenta'.
0,431163504700484;EntCliente1.76;SrvVenta;6.OnEnteredInputBuffer;[Seize] Server;Object 'EntCliente1.76' checking availability to seize '1' capacity unit(s) of resource 'SrvVenta’.
0,431163504700484;EntCliente1.76;SrvVenta;6.OnEnteredInputBuffer;[Seize] Server;Object 'EntCliente1.76' found ‘998’ currently available capacity unit(s) of resource 'SrvVenta’.
0,431163504700484;EntCliente1.76;SrvVenta;6.OnEnteredInputBuffer;[Seize] Server;Object 'EntCliente1.76' found '1' currently available resource(s) of resource type '[ParentObject] SrvVenta'.
0,431163504700484;--;--;--;--;Resource 'SrvVenta' selecting object 'EntCliente1.76' waiting at rank position '1' in allocation queue which contains '1' item(s).
0,431163504700484;EntCliente1.76;SrvVenta;6.OnEnteredInputBuffer;[Seize] Server;Object 'EntCliente1.76' seized '1' capacity unit(s) of resource 'SrvVenta'.
0,431163504700484;EntCliente1.76;SrvVenta;6.OnEnteredInputBuffer;[Seize] Server;Object 'EntCliente1.76' completed seize of '1' resource(s) of resource type '[ParentObject] SrvVenta'.
0,431163504700484;EntCliente1.76;SrvVenta;6.OnEnteredInputBuffer;[Transfer] ToProcessing;Entity 'EntCliente1.76' transferring from '[Station] SrvVenta.InputBuffer' into station 'SrvVenta.Processing'.
0,431163504700484;EntCliente1.76;SrvVenta;0.OnEnteredProcessing;[Begin];Process 'SrvVenta.OnEnteredProcessing' execution started.
0,431163504700484;EntCliente1.76;SrvVenta;0.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'EntCliente1.76' ending transfer into station 'SrvVenta.Processing'.
0,431163504700484;EntCliente1.76;SrvVenta;0.OnEnteredProcessing;[Decide] IfProcessTypeSpecificTime;Token branching on condition 'ProcessType==Enum.TaskProcessType.SpecificTime'.
0,431163504700484;EntCliente1.76;SrvVenta;0.OnEnteredProcessing;[Decide] IfProcessTypeSpecificTime;Token sent to 'True' exit.
0,431163504700484;EntCliente1.76;SrvVenta;0.OnEnteredProcessing;[Delay] ProcessingTime;Delaying token for '0,5' Minutes until time '0,931163504700484' Minutes. Delay multiplier was '1'.
0,431163504700484;EntCliente1.76;SrvVenta;6.OnEnteredInputBuffer;[End];Process 'SrvVenta.OnEnteredInputBuffer' execution ended.
0,623635379617178;EntCliente1.75;SrvVenta;2.OnEnteredProcessing;[Transfer] ToOutputBuffer;Entity 'EntCliente1.75' transferring from '[Station] SrvVenta.Processing' into station 'SrvVenta.OutputBuffer'.
0,623635379617178;EntCliente1.75;SrvVenta;6.OnEnteredOutputBuffer;[Begin];Process 'SrvVenta.OnEnteredOutputBuffer' execution started.
0,623635379617178;EntCliente1.75;SrvVenta;6.OnEnteredOutputBuffer;[EndTransfer] IntoOutputBuffer;Entity 'EntCliente1.75' ending transfer into station 'SrvVenta.OutputBuffer'.
0,623635379617178;EntCliente1.75;SrvVenta;6.OnEnteredOutputBuffer;[Release] Server;Object 'EntCliente1.75' attempting to release '1' resource(s) of resource type '[ParentObject] SrvVenta'.
0,623635379617178;EntCliente1.75;SrvVenta;6.OnEnteredOutputBuffer;[Release] Server;Object 'EntCliente1.75' released '1' capacity unit(s) of resource 'SrvVenta'.
0,623635379617178;EntCliente1.75;SrvVenta;6.OnEnteredOutputBuffer;[Transfer] ToOutputNode;Entity 'EntCliente1.75' transferring from '[Station] SrvVenta.OutputBuffer' into node 'Output@SrvVenta'.
0,623635379617178;EntCliente1.75;Output@SrvVenta;1.OnEnteredFromAssociatedObject;[Begin];Process 'Output@SrvVenta.OnEnteredFromAssociatedObject' execution started.
0,623635379617178;EntCliente1.75;Output@SrvVenta;1.OnEnteredFromAssociatedObject;[Fire] EnteredEvent;Firing event 'Output@SrvVenta.Entered'.
0,623635379617178;EntCliente1.75;Output@SrvVenta;1.OnEnteredFromAssociatedObject;[Transfer] ToOutboundLink;Entity 'EntCliente1.75' transferring from '[Node] Output@SrvVenta' into node 'Input@SnkClienteSale'.
0,623635379617178;EntCliente1.75;Input@SnkClienteSale;5.OnEnteredToAssociatedObject;[Begin];Process 'Input@SnkClienteSale.OnEnteredToAssociatedObject' execution started.
0,623635379617178;EntCliente1.75;Input@SnkClienteSale;5.OnEnteredToAssociatedObject;[Fire] EnteredEvent;Firing event 'Input@SnkClienteSale.Entered'.
0,623635379617178;EntCliente1.75;Input@SnkClienteSale;5.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'EntCliente1.75' transferring from '[Node] Input@SnkClienteSale' into object 'SnkClienteSale'.
0,623635379617178;EntCliente1.75;Input@SnkClienteSale;5.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'EntCliente1.75' transferring from '[Node] Input@SnkClienteSale' into station 'SnkClienteSale.InputBuffer'.
0,623635379617178;EntCliente1.75;SrvVenta;2.OnEnteredProcessing;[End];Process 'SrvVenta.OnEnteredProcessing' execution ended.
0,623635379617178;EntCliente1.75;SnkClienteSale;4.OnEnteredInputBuffer;[Begin];Process 'SnkClienteSale.OnEnteredInputBuffer' execution started.
0,623635379617178;EntCliente1.75;SnkClienteSale;4.OnEnteredInputBuffer;[EndTransfer] IntoInputBuffer;Entity 'EntCliente1.75' ending transfer into station 'SnkClienteSale.InputBuffer'.
0,623635379617178;EntCliente1.75;Output@SrvVenta;2.OnExited;[Begin];Process 'Output@SrvVenta.OnExited' execution started.
0,623635379617178;EntCliente1.75;Output@SrvVenta;2.OnExited;[Fire] ExitedEvent;Firing event 'Output@SrvVenta.Exited'.
0,623635379617178;EntCliente1.75;Output@SrvVenta;2.OnExited;[End];Process 'Output@SrvVenta.OnExited' execution ended.
0,623635379617178;EntCliente1.75;Input@SnkClienteSale;2.OnExited;[Begin];Process 'Input@SnkClienteSale.OnExited' execution started.
0,623635379617178;EntCliente1.75;Input@SnkClienteSale;2.OnExited;[Fire] ExitedEvent;Firing event 'Input@SnkClienteSale.Exited'.
0,623635379617178;EntCliente1.75;Input@SnkClienteSale;2.OnExited;[End];Process 'Input@SnkClienteSale.OnExited' execution ended.
0,623635379617178;EntCliente1.75;SnkClienteSale;4.OnEnteredInputBuffer;[Tally] TimeInSystem;Recording ‘1’ observation value(s) of type ‘Expression’ for tally statistic ‘SnkClienteSale.TimeInSystem’.
0,623635379617178;EntCliente1.75;SnkClienteSale;4.OnEnteredInputBuffer;[Tally] TimeInSystem;Recording observation value '0,5' Minutes for tally statistic 'SnkClienteSale.TimeInSystem'.
0,623635379617178;EntCliente1.75;SnkClienteSale;4.OnEnteredInputBuffer;[Destroy] Entity;Destroying object 'EntCliente1.75'.
0,623635379617178;--;--;--;--;Object 'EntCliente1.75' destroyed.
0,623635379617178; ;SnkClienteSale;4.OnEnteredInputBuffer;[End];Process 'SnkClienteSale.OnEnteredInputBuffer' execution ended.
0,623635379617178; ;SrvVenta;6.OnEnteredOutputBuffer;[End];Process 'SrvVenta.OnEnteredOutputBuffer' execution ended.
0,623635379617178; ;Output@SrvVenta;1.OnEnteredFromAssociatedObject;[End];Process 'Output@SrvVenta.OnEnteredFromAssociatedObject' execution ended.
0,623635379617178; ;Input@SnkClienteSale;5.OnEnteredToAssociatedObject;[End];Process 'Input@SnkClienteSale.OnEnteredToAssociatedObject' execution ended.
0,931163504700484;EntCliente1.76;SrvVenta;0.OnEnteredProcessing;[Transfer] ToOutputBuffer;Entity 'EntCliente1.76' transferring from '[Station] SrvVenta.Processing' into station 'SrvVenta.OutputBuffer'.
0,931163504700484;EntCliente1.76;SrvVenta;5.OnEnteredOutputBuffer;[Begin];Process 'SrvVenta.OnEnteredOutputBuffer' execution started.
0,931163504700484;EntCliente1.76;SrvVenta;5.OnEnteredOutputBuffer;[EndTransfer] IntoOutputBuffer;Entity 'EntCliente1.76' ending transfer into station 'SrvVenta.OutputBuffer'.
0,931163504700484;EntCliente1.76;SrvVenta;5.OnEnteredOutputBuffer;[Release] Server;Object 'EntCliente1.76' attempting to release '1' resource(s) of resource type '[ParentObject] SrvVenta'.
0,931163504700484;EntCliente1.76;SrvVenta;5.OnEnteredOutputBuffer;[Release] Server;Object 'EntCliente1.76' released '1' capacity unit(s) of resource 'SrvVenta'.
0,931163504700484;--;--;--;--;Changing from AutoState 'Busy' to 'Starved' on resource 'SrvVenta'.
0,931163504700484;--;--;--;--;Assigning state variable 'SrvVenta.ResourceState' the value '0'. Previous value was '1'.
0,931163504700484;EntCliente1.76;SrvVenta;5.OnEnteredOutputBuffer;[Transfer] ToOutputNode;Entity 'EntCliente1.76' transferring from '[Station] SrvVenta.OutputBuffer' into node 'Output@SrvVenta'.
0,931163504700484;EntCliente1.76;Output@SrvVenta;1.OnEnteredFromAssociatedObject;[Begin];Process 'Output@SrvVenta.OnEnteredFromAssociatedObject' execution started.
0,931163504700484;EntCliente1.76;Output@SrvVenta;1.OnEnteredFromAssociatedObject;[Fire] EnteredEvent;Firing event 'Output@SrvVenta.Entered'.
0,931163504700484;EntCliente1.76;Output@SrvVenta;1.OnEnteredFromAssociatedObject;[Transfer] ToOutboundLink;Entity 'EntCliente1.76' transferring from '[Node] Output@SrvVenta' into node 'Input@SnkClienteSale'.
0,931163504700484;EntCliente1.76;Input@SnkClienteSale;6.OnEnteredToAssociatedObject;[Begin];Process 'Input@SnkClienteSale.OnEnteredToAssociatedObject' execution started.
0,931163504700484;EntCliente1.76;Input@SnkClienteSale;6.OnEnteredToAssociatedObject;[Fire] EnteredEvent;Firing event 'Input@SnkClienteSale.Entered'.
0,931163504700484;EntCliente1.76;Input@SnkClienteSale;6.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'EntCliente1.76' transferring from '[Node] Input@SnkClienteSale' into object 'SnkClienteSale'.
0,931163504700484;EntCliente1.76;Input@SnkClienteSale;6.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'EntCliente1.76' transferring from '[Node] Input@SnkClienteSale' into station 'SnkClienteSale.InputBuffer'.
0,931163504700484;EntCliente1.76;SrvVenta;0.OnEnteredProcessing;[End];Process 'SrvVenta.OnEnteredProcessing' execution ended.
0,931163504700484;EntCliente1.76;SnkClienteSale;4.OnEnteredInputBuffer;[Begin];Process 'SnkClienteSale.OnEnteredInputBuffer' execution started.
0,931163504700484;EntCliente1.76;SnkClienteSale;4.OnEnteredInputBuffer;[EndTransfer] IntoInputBuffer;Entity 'EntCliente1.76' ending transfer into station 'SnkClienteSale.InputBuffer'.
0,931163504700484;EntCliente1.76;Output@SrvVenta;0.OnExited;[Begin];Process 'Output@SrvVenta.OnExited' execution started.
0,931163504700484;EntCliente1.76;Output@SrvVenta;0.OnExited;[Fire] ExitedEvent;Firing event 'Output@SrvVenta.Exited'.
0,931163504700484;EntCliente1.76;Output@SrvVenta;0.OnExited;[End];Process 'Output@SrvVenta.OnExited' execution ended.
0,931163504700484;EntCliente1.76;Input@SnkClienteSale;0.OnExited;[Begin];Process 'Input@SnkClienteSale.OnExited' execution started.
0,931163504700484;EntCliente1.76;Input@SnkClienteSale;0.OnExited;[Fire] ExitedEvent;Firing event 'Input@SnkClienteSale.Exited'.
0,931163504700484;EntCliente1.76;Input@SnkClienteSale;0.OnExited;[End];Process 'Input@SnkClienteSale.OnExited' execution ended.
0,931163504700484;EntCliente1.76;SnkClienteSale;4.OnEnteredInputBuffer;[Tally] TimeInSystem;Recording ‘1’ observation value(s) of type ‘Expression’ for tally statistic ‘SnkClienteSale.TimeInSystem’.
0,931163504700484;EntCliente1.76;SnkClienteSale;4.OnEnteredInputBuffer;[Tally] TimeInSystem;Recording observation value '0,5' Minutes for tally statistic 'SnkClienteSale.TimeInSystem'.
0,931163504700484;EntCliente1.76;SnkClienteSale;4.OnEnteredInputBuffer;[Destroy] Entity;Destroying object 'EntCliente1.76'.
0,931163504700484;--;--;--;--;Object 'EntCliente1.76' destroyed.
0,931163504700484; ;SnkClienteSale;4.OnEnteredInputBuffer;[End];Process 'SnkClienteSale.OnEnteredInputBuffer' execution ended.
0,931163504700484; ;SrvVenta;5.OnEnteredOutputBuffer;[End];Process 'SrvVenta.OnEnteredOutputBuffer' execution ended.
0,931163504700484; ;Output@SrvVenta;1.OnEnteredFromAssociatedObject;[End];Process 'Output@SrvVenta.OnEnteredFromAssociatedObject' execution ended.
0,931163504700484; ;Input@SnkClienteSale;6.OnEnteredToAssociatedObject;[End];Process 'Input@SnkClienteSale.OnEnteredToAssociatedObject' execution ended.
1,11463358043867;--;--;--;--;Firing event 'SrcClientes.EntityArrivals.Event'.
1,11463358043867;--;--;--;--;Time until next event of timer 'SrcClientes.EntityArrivals' is '0,337653292941078' Minutes.
1,11463358043867;SrcClientes;SrcClientes;6.OnEntityArrival;[Begin];Process 'SrcClientes.OnEntityArrival' execution started.
1,11463358043867;SrcClientes;SrcClientes;6.OnEntityArrival;[Create] Entities;Creating '1' new object(s) of entity type 'EntCliente1'.
1,11463358043867;SrcClientes;SrcClientes;6.OnEntityArrival;[Create] Entities;Created object 'EntCliente1.77'.
1,11463358043867;EntCliente1.77;SrcClientes;1.OnEntityArrival;[Transfer] ToProcessing;Entity 'EntCliente1.77' transferring from '[FreeSpace] SrcClientes' into station 'SrcClientes.Processing'.
1,11463358043867;SrcClientes;SrcClientes;6.OnEntityArrival;[End];Process 'SrcClientes.OnEntityArrival' execution ended.
1,11463358043867;EntCliente1.77;SrcClientes;5.OnEnteredProcessing;[Begin];Process 'SrcClientes.OnEnteredProcessing' execution started.
1,11463358043867;EntCliente1.77;SrcClientes;5.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'EntCliente1.77' ending transfer into station 'SrcClientes.Processing'.
1,11463358043867;EntCliente1.77;SrcClientes;5.OnEnteredProcessing;[Execute] CreatedEntityAddOnProcess;Executing process 'ProcesoAsignarTiposCliente'.
1,11463358043867;EntCliente1.77;ModeloBase;6.ProcesoAsignarTiposCliente;[Begin];Process 'ProcesoAsignarTiposCliente' execution started.
